evaluation_run_id,evaluation_id,request_id,timestamp,user_id,session_id,repetition_index,configuration_id,test_case_id,test_case_description,provider,model,context_mode,context_enabled,memory_enabled,user_query,context_summary,generated_response,total_latency_ms,context_building_latency_ms,memory_retrieval_latency_ms,llm_generation_latency_ms,prompt_length_chars,response_length_chars,retrieved_memory_count,retrieved_memories_included,estimated_prompt_tokens,estimated_response_tokens,success,error_message,fallback_used,expected_behavior_notes,contextual_relevance_score,helpfulness_score,non_spoiler_score,clarity_score,correctness_score,comments
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-initial_state-openai_none_memory_false-rep2,5ec39ffd-74ca-4c13-9c9a-42efd009dfd2,2026-05-31T15:51:19.912002+00:00,9001,9001,2,openai_none_memory_false,initial_state,Initial state before the player has interacted with any pipe.,openai,gpt-4.1-mini,none,False,False,What should I do?,No gameplay context included for this evaluation request.,Try rotating the pipes to line up the open ends—follow the flow where it naturally wants to go. Start from the source and work towards the destination.,2425.101,0.045,0.0,2424.93,4248,151,0,False,1062,38,True,,False,Should orient the player toward inspecting pipes and slots without giving a full solution.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-initial_state-openai_none_memory_false-rep3,455eb34d-3432-477c-94f1-a92454f32bdf,2026-05-31T15:51:22.420523+00:00,9001,9001,3,openai_none_memory_false,initial_state,Initial state before the player has interacted with any pipe.,openai,gpt-4.1-mini,none,False,False,What should I do?,No gameplay context included for this evaluation request.,Try focusing on aligning the pipes so the flow can move smoothly from start to finish—look for any gaps or misaligned turns.,1440.65,0.027,0.0,1440.535,4248,124,0,False,1062,31,True,,False,Should orient the player toward inspecting pipes and slots without giving a full solution.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-initial_state-openai_full_memory_false-rep1,70470803-4119-4f32-a48f-b8038f051760,2026-05-31T15:51:23.957820+00:00,9001,9001,1,openai_full_memory_false,initial_state,Initial state before the player has interacted with any pipe.,openai,gpt-4.1-mini,full,True,False,What should I do?,"Scene: PuzzleScene. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'not_started'}.",Start by matching each pipe to its slot type; look closely at their shapes to find the best fit. Try placing the straight pipe first—it usually slots in easily. You're on the right track!,1335.747,0.036,0.0,1335.534,6347,187,0,False,1587,47,True,,False,Should orient the player toward inspecting pipes and slots without giving a full solution.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-initial_state-openai_full_memory_false-rep2,2d94a438-7e82-40e6-8008-e5b50146ffb9,2026-05-31T15:51:25.358784+00:00,9001,9001,2,openai_full_memory_false,initial_state,Initial state before the player has interacted with any pipe.,openai,gpt-4.1-mini,full,True,False,What should I do?,"Scene: PuzzleScene. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'not_started'}.",Start by matching one pipe to its correct slot—look closely at the shape needed in each slot and pick the pipe that fits best. You're off to a great start!,1794.893,0.036,0.0,1794.707,6347,155,0,False,1587,39,True,,False,Should orient the player toward inspecting pipes and slots without giving a full solution.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-initial_state-openai_full_memory_false-rep3,d7e5d47a-4043-47b9-9d30-a5f843266ae1,2026-05-31T15:51:27.217544+00:00,9001,9001,3,openai_full_memory_false,initial_state,Initial state before the player has interacted with any pipe.,openai,gpt-4.1-mini,full,True,False,What should I do?,"Scene: PuzzleScene. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'not_started'}.",Start by matching each pipe type to the slot that corresponds—look closely at the shape hints on the slots. You're on the right track just by getting those first connections!,1234.753,0.035,0.0,1234.551,6347,174,0,False,1587,44,True,,False,Should orient the player toward inspecting pipes and slots without giving a full solution.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-initial_state-openai_full_memory_true-rep1,2c73eac3-5693-4622-ab64-6047127650f7,2026-05-31T15:51:28.556874+00:00,9001,9001,1,openai_full_memory_true,initial_state,Initial state before the player has interacted with any pipe.,openai,gpt-4.1-mini,full,True,True,What should I do?,"Scene: PuzzleScene. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'not_started'}.","Start by picking up a pipe and checking which slot its shape and connection angles best match. You're looking for a tight fit, not just a close spot.",1443.374,0.039,268.224,1174.955,7273,149,5,True,1818,37,True,,False,Should orient the player toward inspecting pipes and slots without giving a full solution.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-initial_state-openai_full_memory_true-rep2,0e743ba2-0912-4c86-aae9-0f1fb74cfc9c,2026-05-31T15:51:30.061680+00:00,9001,9001,2,openai_full_memory_true,initial_state,Initial state before the player has interacted with any pipe.,openai,gpt-4.1-mini,full,True,True,What should I do?,"Scene: PuzzleScene. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'not_started'}.","Start by matching each pipe’s shape to the slot that clearly fits it. The straight pipe goes where the connection looks linear, and the curved pipe fits where the path bends. Give that a try!",2295.126,0.039,271.052,2023.856,7273,191,5,True,1818,48,True,,False,Should orient the player toward inspecting pipes and slots without giving a full solution.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-initial_state-openai_full_memory_true-rep3,257c4a34-0f60-4b3e-9569-9e81434c706e,2026-05-31T15:51:32.460735+00:00,9001,9001,3,openai_full_memory_true,initial_state,Initial state before the player has interacted with any pipe.,openai,gpt-4.1-mini,full,True,True,What should I do?,"Scene: PuzzleScene. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'not_started'}.",Start by matching the straight pipe to the slot that clearly fits its shape and orientation. That’ll set a solid base to build from.,1851.111,0.036,324.224,1526.681,7273,132,5,True,1818,33,True,,False,Should orient the player toward inspecting pipes and slots without giving a full solution.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-ollama_none_memory_false-rep1,57efc1de-cd5f-4fe1-83de-90f053374d1f,2026-05-31T15:51:34.416555+00:00,9001,9001,1,ollama_none_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,ollama,llama3.1:8b,none,False,False,Is this the right pipe?,No gameplay context included for this evaluation request.,"That's a challenging spot, but you're not completely sure which pipe leads to the next chamber, are you? Try moving towards the one with the faint humming noise.",1461.833,0.031,0.0,1461.706,4254,161,0,False,1064,40,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-ollama_none_memory_false-rep2,be4df601-d608-4144-960f-d8f4327ea5ab,2026-05-31T15:51:35.953289+00:00,9001,9001,2,ollama_none_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,ollama,llama3.1:8b,none,False,False,Is this the right pipe?,No gameplay context included for this evaluation request.,Good eye on that pipe! Try following it a bit further downstream and see if you can figure out how to merge with the other pipe.,1147.508,0.027,0.0,1147.381,4254,128,0,False,1064,32,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-ollama_none_memory_false-rep3,f65e4123-b088-486f-a6cf-86310a684d1e,2026-05-31T15:51:37.210387+00:00,9001,9001,3,ollama_none_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,ollama,llama3.1:8b,none,False,False,Is this the right pipe?,No gameplay context included for this evaluation request.,"You're looking at a pipe with three exits, but one of them looks slightly different from the others. Try the exit on the left side of the pipe. Good eye!",1341.639,0.056,0.0,1341.491,4254,153,0,False,1064,38,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-ollama_full_memory_false-rep1,c364e86f-90b9-4c64-a4b4-eaba3b048723,2026-05-31T15:51:38.639653+00:00,9001,9001,1,ollama_full_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,ollama,llama3.1:8b,full,True,False,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.",Good eye on the slot you're approaching! You'll need a curved pipe to match its requirement.,1457.635,0.042,0.0,1457.434,6407,92,0,False,1602,23,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-ollama_full_memory_false-rep2,871c4241-6944-4500-b474-b15510e4b71a,2026-05-31T15:51:40.189207+00:00,9001,9001,2,ollama_full_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,ollama,llama3.1:8b,full,True,False,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","Yes, it is one of the pipes you need for slot B.",912.377,0.049,0.0,912.163,6407,48,0,False,1602,12,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-ollama_full_memory_false-rep3,35b70cfd-4a51-43ea-abd4-092954c2540b,2026-05-31T15:51:41.193656+00:00,9001,9001,3,ollama_full_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,ollama,llama3.1:8b,full,True,False,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","That's a great question! You're close, and I think you need to check if the curved short pipe fits in slot B. Take a closer look at the slot's requirements.",1383.061,0.039,0.0,1382.879,6407,156,0,False,1602,39,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-ollama_full_memory_true-rep1,f9f7d93a-63a9-44ed-a438-6b5a7b4be427,2026-05-31T15:51:42.641098+00:00,9001,9001,1,ollama_full_memory_true,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,ollama,llama3.1:8b,full,True,True,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","You're getting close, but just double-check that the curved pipe you have matches what's needed for slot B.",2153.865,0.036,307.051,1846.621,7345,107,5,True,1836,27,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-ollama_full_memory_true-rep2,c27757cd-447e-4faf-9735-271d3706e956,2026-05-31T15:51:44.872570+00:00,9001,9001,2,ollama_full_memory_true,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,ollama,llama3.1:8b,full,True,True,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","Let's take a closer look at slot_b, and remember: curved pipes are great for changing direction. See if you can align the curve of your held pipe with the shape of the slot.",1827.016,0.037,440.68,1386.08,7345,173,5,True,1836,43,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-ollama_full_memory_true-rep3,54495e69-343d-4b38-8337-ea767c5c679b,2026-05-31T15:51:46.798393+00:00,9001,9001,3,ollama_full_memory_true,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,ollama,llama3.1:8b,full,True,True,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","Good eye! You're approaching slot B. Let's make sure it's the right pipe for this slot, though: does its shape and direction match what's required?",1494.735,0.04,252.958,1241.511,7345,147,5,True,1836,37,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-openai_none_memory_false-rep1,66feff3d-4357-40c9-b30e-095d400d9f94,2026-05-31T15:51:48.362801+00:00,9001,9001,1,openai_none_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,openai,gpt-4.1-mini,none,False,False,Is this the right pipe?,No gameplay context included for this evaluation request.,This pipe looks promising—check if it connects smoothly to the next section.,1232.521,0.029,0.0,1232.409,4254,76,0,False,1064,19,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-openai_none_memory_false-rep2,83f8f2bf-4917-4208-ae52-ca9a3e8a0cd6,2026-05-31T15:51:49.656599+00:00,9001,9001,2,openai_none_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,openai,gpt-4.1-mini,none,False,False,Is this the right pipe?,No gameplay context included for this evaluation request.,Take a closer look at how it connects to the others—does it complete the flow or block it?,1167.963,0.029,0.0,1167.819,4254,90,0,False,1064,22,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-openai_none_memory_false-rep3,973fa4dd-e33b-42e3-8f82-32147d9b41a6,2026-05-31T15:51:50.891598+00:00,9001,9001,3,openai_none_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,openai,gpt-4.1-mini,none,False,False,Is this the right pipe?,No gameplay context included for this evaluation request.,"That pipe could work, but double-check if it connects smoothly with the others around it. You're close!",1584.753,0.028,0.0,1584.64,4254,103,0,False,1064,26,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-openai_full_memory_false-rep1,91b87a24-93f3-453d-a2c4-3ccd135cfd4e,2026-05-31T15:51:52.580941+00:00,9001,9001,1,openai_full_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,openai,gpt-4.1-mini,full,True,False,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","Not quite, slot B needs the curved short pipe, not the three-way junction you’re holding.",1412.041,0.039,0.0,1411.868,6407,89,0,False,1602,22,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-openai_full_memory_false-rep2,ffa42630-cdba-4ee1-a668-5c87b309bd4f,2026-05-31T15:51:54.133861+00:00,9001,9001,2,openai_full_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,openai,gpt-4.1-mini,full,True,False,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","Not quite—this slot needs the curved short pipe, not the three-way junction you're holding. Try switching to the curved short piece.",1699.356,0.036,0.0,1699.158,6407,132,0,False,1602,33,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-openai_full_memory_false-rep3,26405900-47e8-4c04-a5df-ae9222fed31f,2026-05-31T15:51:55.894916+00:00,9001,9001,3,openai_full_memory_false,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,openai,gpt-4.1-mini,full,True,False,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","Not quite, this slot needs a curved short pipe, not the three-way junction you're holding.",1166.474,0.037,0.0,1166.306,6407,90,0,False,1602,22,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-openai_full_memory_true-rep1,1bf0bc85-cff9-4d5c-9eea-7cecdebd969f,2026-05-31T15:51:57.134644+00:00,9001,9001,1,openai_full_memory_true,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,openai,gpt-4.1-mini,full,True,True,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","Not quite—slot B needs a curved_short pipe, but you’re holding a three_way. Try picking up the curved_short pipe instead.",1440.66,0.06,256.909,1183.507,7345,121,5,True,1836,30,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-openai_full_memory_true-rep2,92ab5535-ba52-4b0f-8046-09c4fee6c666,2026-05-31T15:51:58.636886+00:00,9001,9001,2,openai_full_memory_true,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,openai,gpt-4.1-mini,full,True,True,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","Not quite—this slot needs a short curved pipe, not a three-way junction. Try picking up the curved_short pipe instead.",1591.398,0.044,273.116,1318.071,7345,118,5,True,1836,30,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-wrong_object_selected-openai_full_memory_true-rep3,6967c514-194c-4f25-a4e6-85d4e23bc014,2026-05-31T15:52:00.293620+00:00,9001,9001,3,openai_full_memory_true,wrong_object_selected,Player picked up a pipe that does not match the nearest slot.,openai,gpt-4.1-mini,full,True,True,Is this the right pipe?,"Scene: PuzzleScene. Player is holding: three_way. Puzzle progress: {'correct_placements': 0, 'total_slots': 3, 'status': 'in_progress'}. Last simulated action: slot_approached.","This pipe won’t fit here—you need the short curved pipe, not the three-way junction. Try switching to the curved one.",3412.197,0.038,348.068,3063.902,7345,117,5,True,1836,29,True,,False,Should indicate that the held pipe probably does not match the nearby slot and suggest comparing shape/orientation.,,,,,,
73df681d-68c4-45e5-b6cf-cf233c8bd981,73df681d-68c4-45e5-b6cf-cf233c8bd981-near_correct_slot-ollama_none_memory_false-rep1,d014ff52-5703-4480-b1c9-3ea6dee71828,2026-05-31T15:52:03.772374+00:00,9001,9001,1,ollama_none_memory_false,near_correct_slot,Player holds the correct pipe and is near the matching slot.,ollama,llama3.1:8b,none,False,False,Where should I place this?,No gameplay context included for this evaluation request.,"You're looking for a place to put it, but you've got a pipe already connected there. Try putting it on the other side of the T-junction instead.",1539.474,0.032,0.0,1539.354,4257,144,0,False,1064,36,True,,False,Should confirm the player is close and give a spatial hint without naming every remaining placement.,,,,,,
